Text,Tokenized,Cleaned_Tokens,Sentiment
lucky come contact dr rorpopor herbal youtube curing breast cancer almost gave life using herbal medication feel like every normal human grateful,"['lucky', 'come', 'contact', 'dr', 'rorpopor', 'herbal', 'youtube', 'curing', 'breast', 'cancer', 'almost', 'gave', 'life', 'using', 'herbal', 'medication', 'feel', 'like', 'every', 'normal', 'human', 'grateful']","['lucky', 'come', 'contact', 'rorpopor', 'herbal', 'youtube', 'curing', 'breast', 'cancer', 'almost', 'gave', 'life', 'using', 'herbal', 'medication', 'feel', 'like', 'every', 'normal', 'human', 'grateful']",2
mist cancer treatments third immuntherapy next week lost track number times mri ct scans hardest part many people know answer calls texts like wow,"['mist', 'cancer', 'treatments', 'third', 'immuntherapy', 'next', 'week', 'lost', 'track', 'number', 'times', 'mri', 'ct', 'scans', 'hardest', 'part', 'many', 'people', 'know', 'answer', 'calls', 'texts', 'like', 'wow']","['mist', 'cancer', 'treatment', 'third', 'immuntherapy', 'next', 'week', 'lost', 'track', 'number', 'time', 'mri', 'scan', 'hardest', 'part', 'many', 'people', 'know', 'answer', 'call', 'text', 'like', 'wow']",2
respect honor people dedicated lives spent time provide effective natural herbal supplement cancer dr rorpopor herbal good example thank doctor curing breast cancer completely without side effects,"['respect', 'honor', 'people', 'dedicated', 'lives', 'spent', 'time', 'provide', 'effective', 'natural', 'herbal', 'supplement', 'cancer', 'dr', 'rorpopor', 'herbal', 'good', 'example', 'thank', 'doctor', 'curing', 'breast', 'cancer', 'completely', 'without', 'side', 'effects']","['respect', 'honor', 'people', 'dedicated', 'life', 'spent', 'time', 'provide', 'effective', 'natural', 'herbal', 'supplement', 'cancer', 'rorpopor', 'herbal', 'good', 'example', 'thank', 'doctor', 'curing', 'breast', 'cancer', 'completely', 'without', 'side', 'effect']",2
heart full joy excitement dr rorpopor herbal truly father medications order testified big thanks doctor making cancer negative completely without side effects,"['heart', 'full', 'joy', 'excitement', 'dr', 'rorpopor', 'herbal', 'truly', 'father', 'medications', 'order', 'testified', 'big', 'thanks', 'doctor', 'making', 'cancer', 'negative', 'completely', 'without', 'side', 'effects']","['heart', 'full', 'joy', 'excitement', 'rorpopor', 'herbal', 'truly', 'father', 'medication', 'order', 'testified', 'big', 'thanks', 'doctor', 'making', 'cancer', 'negative', 'completely', 'without', 'side', 'effect']",2
john 3 16 god loved world gave begotten whosoever believeth perish everlasting life,"['john', '16', 'god', 'loved', 'world', 'gave', 'begotten', 'whosoever', 'believeth', 'perish', 'everlasting', 'life']","['john', 'god', 'loved', 'world', 'gave', 'begotten', 'whosoever', 'believeth', 'perish', 'everlasting', 'life']",3
heart full joy excitement dr rorpopor herbal youtube truly father medication order testified big thanks doctor making cancer negative completely without side effects,"['heart', 'full', 'joy', 'excitement', 'dr', 'rorpopor', 'herbal', 'youtube', 'truly', 'father', 'medication', 'order', 'testified', 'big', 'thanks', 'doctor', 'making', 'cancer', 'negative', 'completely', 'without', 'side', 'effects']","['heart', 'full', 'joy', 'excitement', 'rorpopor', 'herbal', 'youtube', 'truly', 'father', 'medication', 'order', 'testified', 'big', 'thanks', 'doctor', 'making', 'cancer', 'negative', 'completely', 'without', 'side', 'effect']",2
che sintomi hai avuto,"['che', 'sintomi', 'hai', 'avuto']","['che', 'sintomi', 'hai', 'avuto']",1
try putting candy mouth flushing,"['try', 'putting', 'candy', 'mouth', 'flushing']","['try', 'putting', 'candy', 'mouth', 'flushing']",1
plz listen surah rahman therapy seven days clean heart first take half glass water close eyes listen surah rahman qari abdul basit voice listening prayer open eyes take water close eyes say three time allah allah allah god god god thing condition love drink water three sip open eyes three times day keep praying seven days stop listening prayer drink water close eyes say creator name three time drink water contnusly amezing results plz plz,"['plz', 'listen', 'surah', 'rahman', 'therapy', 'seven', 'days', 'clean', 'heart', 'first', 'take', 'half', 'glass', 'water', 'close', 'eyes', 'listen', 'surah', 'rahman', 'qari', 'abdul', 'basit', 'voice', 'listening', 'prayer', 'open', 'eyes', 'take', 'water', 'close', 'eyes', 'say', 'three', 'time', 'allah', 'allah', 'allah', 'god', 'god', 'god', 'thing', 'condition', 'love', 'drink', 'water', 'three', 'sip', 'open', 'eyes', 'three', 'times', 'day', 'keep', 'praying', 'seven', 'days', 'stop', 'listening', 'prayer', 'drink', 'water', 'close', 'eyes', 'say', 'creator', 'name', 'three', 'time', 'drink', 'water', 'contnusly', 'amezing', 'results', 'plz', 'plz']","['plz', 'listen', 'surah', 'rahman', 'therapy', 'seven', 'day', 'clean', 'heart', 'first', 'take', 'half', 'glass', 'water', 'close', 'eye', 'listen', 'surah', 'rahman', 'qari', 'abdul', 'basit', 'voice', 'listening', 'prayer', 'open', 'eye', 'take', 'water', 'close', 'eye', 'say', 'three', 'time', 'allah', 'allah', 'allah', 'god', 'god', 'god', 'thing', 'condition', 'love', 'drink', 'water', 'three', 'sip', 'open', 'eye', 'three', 'time', 'day', 'keep', 'praying', 'seven', 'day', 'stop', 'listening', 'prayer', 'drink', 'water', 'close', 'eye', 'say', 'creator', 'name', 'three', 'time', 'drink', 'water', 'contnusly', 'amezing', 'result', 'plz', 'plz']",2
today,['today'],['today'],1
due respect madness criminal one cannot poison body back health called treatments chemotherapy radiotherapy proven carcinogens something causes cancer treatment cancer,"['due', 'respect', 'madness', 'criminal', 'one', 'cannot', 'poison', 'body', 'back', 'health', 'called', 'treatments', 'chemotherapy', 'radiotherapy', 'proven', 'carcinogens', 'something', 'causes', 'cancer', 'treatment', 'cancer']","['due', 'respect', 'madness', 'criminal', 'one', 'cannot', 'poison', 'body', 'back', 'health', 'called', 'treatment', 'chemotherapy', 'radiotherapy', 'proven', 'carcinogen', 'something', 'cause', 'cancer', 'treatment', 'cancer']",0
know seems enjoyable,"['know', 'seems', 'enjoyable']","['know', 'seems', 'enjoyable']",2
rip technoblade,"['rip', 'technoblade']","['rip', 'technoblade']",1
currently battling horrible disease video helps prepare first infusion chemotherapy pills 30 rounds radiation iron infusions every week last four weeks thank prayers kick,"['currently', 'battling', 'horrible', 'disease', 'video', 'helps', 'prepare', 'first', 'infusion', 'chemotherapy', 'pills', '30', 'rounds', 'radiation', 'iron', 'infusions', 'every', 'week', 'last', 'four', 'weeks', 'thank', 'prayers', 'kick']","['currently', 'battling', 'horrible', 'disease', 'video', 'help', 'prepare', 'first', 'infusion', 'chemotherapy', 'pill', 'round', 'radiation', 'iron', 'infusion', 'every', 'week', 'last', 'four', 'week', 'thank', 'prayer', 'kick']",0
lets pray sister,"['lets', 'pray', 'sister']","['let', 'pray', 'sister']",1
thanks sharing dear 2 weeks ago diagnosed breast cancer since net looking inspiration helps stay strong strong 3 lil kids hope one day proudly say cancer free know long way go,"['thanks', 'sharing', 'dear', 'weeks', 'ago', 'diagnosed', 'breast', 'cancer', 'since', 'net', 'looking', 'inspiration', 'helps', 'stay', 'strong', 'strong', 'lil', 'kids', 'hope', 'one', 'day', 'proudly', 'say', 'cancer', 'free', 'know', 'long', 'way', 'go']","['thanks', 'sharing', 'dear', 'week', 'ago', 'diagnosed', 'breast', 'cancer', 'since', 'net', 'looking', 'inspiration', 'help', 'stay', 'strong', 'strong', 'lil', 'kid', 'hope', 'one', 'day', 'proudly', 'say', 'cancer', 'free', 'know', 'long', 'way']",2
go girl love support,"['go', 'girl', 'love', 'support']","['girl', 'love', 'support']",2
doctors find cure,"['doctors', 'find', 'cure']","['doctor', 'find', 'cure']",1
indeed dr aluda youtube good herbalist trusted dr cured cancer hpv herbal medication,"['indeed', 'dr', 'aluda', 'youtube', 'good', 'herbalist', 'trusted', 'dr', 'cured', 'cancer', 'hpv', 'herbal', 'medication']","['indeed', 'aluda', 'youtube', 'good', 'herbalist', 'trusted', 'cured', 'cancer', 'hpv', 'herbal', 'medication']",3
absolutely overwhelmed splendid miraculously dr oiwoh youtube channel herbal remedies works brought hope lost forever indebted doc droiwoh,"['absolutely', 'overwhelmed', 'splendid', 'miraculously', 'dr', 'oiwoh', 'youtube', 'channel', 'herbal', 'remedies', 'works', 'brought', 'hope', 'lost', 'forever', 'indebted', 'doc', 'droiwoh']","['absolutely', 'overwhelmed', 'splendid', 'miraculously', 'oiwoh', 'youtube', 'channel', 'herbal', 'remedy', 'work', 'brought', 'hope', 'lost', 'forever', 'indebted', 'doc', 'droiwoh']",2
absolutely overwhelmed splendid miraculously dr oiwoh youtube channel herbal remedies works brought hope lost forever indebted doc droiwoh,"['absolutely', 'overwhelmed', 'splendid', 'miraculously', 'dr', 'oiwoh', 'youtube', 'channel', 'herbal', 'remedies', 'works', 'brought', 'hope', 'lost', 'forever', 'indebted', 'doc', 'droiwoh']","['absolutely', 'overwhelmed', 'splendid', 'miraculously', 'oiwoh', 'youtube', 'channel', 'herbal', 'remedy', 'work', 'brought', 'hope', 'lost', 'forever', 'indebted', 'doc', 'droiwoh']",2
god grace mercy,"['god', 'grace', 'mercy']","['god', 'grace', 'mercy']",1
cancer survivor lung canccer stage 4 https youtube com watch wxe1gaykdea feature share,"['cancer', 'survivor', 'lung', 'canccer', 'stage', 'https', 'youtube', 'com', 'watch', 'wxe1gaykdea', 'feature', 'share']","['cancer', 'survivor', 'lung', 'canccer', 'stage', 'http', 'youtube', 'com', 'watch', 'wxe1gaykdea', 'feature', 'share']",1
sorry going hope things get better dad prostate cancer two years diagnosis alot better twenty eight days straight radiation treatment,"['sorry', 'going', 'hope', 'things', 'get', 'better', 'dad', 'prostate', 'cancer', 'two', 'years', 'diagnosis', 'alot', 'better', 'twenty', 'eight', 'days', 'straight', 'radiation', 'treatment']","['sorry', 'going', 'hope', 'thing', 'get', 'better', 'dad', 'prostate', 'cancer', 'two', 'year', 'diagnosis', 'alot', 'better', 'twenty', 'eight', 'day', 'straight', 'radiation', 'treatment']",2
really appreciate good work dr ogoh youtube thanks curing cancer disease pains sleepless night thanks drogoh,"['really', 'appreciate', 'good', 'work', 'dr', 'ogoh', 'youtube', 'thanks', 'curing', 'cancer', 'disease', 'pains', 'sleepless', 'night', 'thanks', 'drogoh']","['really', 'appreciate', 'good', 'work', 'ogoh', 'youtube', 'thanks', 'curing', 'cancer', 'disease', 'pain', 'sleepless', 'night', 'thanks', 'drogoh']",2
love banner great health care system,"['love', 'banner', 'great', 'health', 'care', 'system']","['love', 'banner', 'great', 'health', 'care', 'system']",2
look asian chinese lady looks like,"['look', 'asian', 'chinese', 'lady', 'looks', 'like']","['look', 'asian', 'chinese', 'lady', 'look', 'like']",1
may god bless strength faith,"['may', 'god', 'bless', 'strength', 'faith']","['may', 'god', 'bless', 'strength', 'faith']",1
good luck hope well,"['good', 'luck', 'hope', 'well']","['good', 'luck', 'hope', 'well']",3
thanks much dr obulor ultimate help curing cancer permanently although word believe herbs shown power herbs sincerely appreciate dr,"['thanks', 'much', 'dr', 'obulor', 'ultimate', 'help', 'curing', 'cancer', 'permanently', 'although', 'word', 'believe', 'herbs', 'shown', 'power', 'herbs', 'sincerely', 'appreciate', 'dr']","['thanks', 'much', 'obulor', 'ultimate', 'help', 'curing', 'cancer', 'permanently', 'although', 'word', 'believe', 'herb', 'shown', 'power', 'herb', 'sincerely', 'appreciate']",2
challenging time appreciate much dr ogoh youtube created life thought lost thanks curing cancer disease herbal medication thanks doctor,"['challenging', 'time', 'appreciate', 'much', 'dr', 'ogoh', 'youtube', 'created', 'life', 'thought', 'lost', 'thanks', 'curing', 'cancer', 'disease', 'herbal', 'medication', 'thanks', 'doctor']","['challenging', 'time', 'appreciate', 'much', 'ogoh', 'youtube', 'created', 'life', 'thought', 'lost', 'thanks', 'curing', 'cancer', 'disease', 'herbal', 'medication', 'thanks', 'doctor']",2
challenging time appreciate much dr ogoh youtube created life thought lost thanks curing cancer disease herbal medication thanks doctor,"['challenging', 'time', 'appreciate', 'much', 'dr', 'ogoh', 'youtube', 'created', 'life', 'thought', 'lost', 'thanks', 'curing', 'cancer', 'disease', 'herbal', 'medication', 'thanks', 'doctor']","['challenging', 'time', 'appreciate', 'much', 'ogoh', 'youtube', 'created', 'life', 'thought', 'lost', 'thanks', 'curing', 'cancer', 'disease', 'herbal', 'medication', 'thanks', 'doctor']",2
really appreciate good work dr ogoh youtube thanks curing cancer pains sleepless nightmares thanks drogoh,"['really', 'appreciate', 'good', 'work', 'dr', 'ogoh', 'youtube', 'thanks', 'curing', 'cancer', 'pains', 'sleepless', 'nightmares', 'thanks', 'drogoh']","['really', 'appreciate', 'good', 'work', 'ogoh', 'youtube', 'thanks', 'curing', 'cancer', 'pain', 'sleepless', 'nightmare', 'thanks', 'drogoh']",2
big thanks dr ehizele great work done life indeed grateful sir happy free diabetes anyone needs help contact solutions problems contact https www youtube com channel ucz_b9yx9yqu5_7jpyss67aq,"['big', 'thanks', 'dr', 'ehizele', 'great', 'work', 'done', 'life', 'indeed', 'grateful', 'sir', 'happy', 'free', 'diabetes', 'anyone', 'needs', 'help', 'contact', 'solutions', 'problems', 'contact', 'https', 'www', 'youtube', 'com', 'channel']","['big', 'thanks', 'ehizele', 'great', 'work', 'done', 'life', 'indeed', 'grateful', 'sir', 'happy', 'free', 'diabetes', 'anyone', 'need', 'help', 'contact', 'solution', 'problem', 'contact', 'http', 'www', 'youtube', 'com', 'channel']",2
came across testimony shared someone dr ogoh cured cancer disease quickly contacted youtube channel get cured finally cured cancer sickness taking herbal medication,"['came', 'across', 'testimony', 'shared', 'someone', 'dr', 'ogoh', 'cured', 'cancer', 'disease', 'quickly', 'contacted', 'youtube', 'channel', 'get', 'cured', 'finally', 'cured', 'cancer', 'sickness', 'taking', 'herbal', 'medication']","['came', 'across', 'testimony', 'shared', 'someone', 'ogoh', 'cured', 'cancer', 'disease', 'quickly', 'contacted', 'youtube', 'channel', 'get', 'cured', 'finally', 'cured', 'cancer', 'sickness', 'taking', 'herbal', 'medication']",2
thanks dr ayomede helped great herbal supplement eradicating hepatitis permanently forever grateful,"['thanks', 'dr', 'ayomede', 'helped', 'great', 'herbal', 'supplement', 'eradicating', 'hepatitis', 'permanently', 'forever', 'grateful']","['thanks', 'ayomede', 'helped', 'great', 'herbal', 'supplement', 'eradicating', 'hepatitis', 'permanently', 'forever', 'grateful']",2
delia diagnosed breast cancer march 8th 2022 soon starting treatments surgery vlogs made less scared alone family anyone help support thank vlogs wishing best oklahoma,"['delia', 'diagnosed', 'breast', 'cancer', 'march', '8th', '2022', 'soon', 'starting', 'treatments', 'surgery', 'vlogs', 'made', 'less', 'scared', 'alone', 'family', 'anyone', 'help', 'support', 'thank', 'vlogs', 'wishing', 'best', 'oklahoma']","['delia', 'diagnosed', 'breast', 'cancer', 'march', '8th', '2022', 'soon', 'starting', 'treatment', 'surgery', 'vlogs', 'made', 'scared', 'alone', 'family', 'anyone', 'help', 'support', 'thank', 'vlogs', 'wishing', 'best', 'oklahoma']",2
although world believe herb dr ogie shown power herbs contain got rid 7 years cancer else say thank dr,"['although', 'world', 'believe', 'herb', 'dr', 'ogie', 'shown', 'power', 'herbs', 'contain', 'got', 'rid', 'years', 'cancer', 'else', 'say', 'thank', 'dr']","['although', 'world', 'believe', 'herb', 'ogie', 'shown', 'power', 'herb', 'contain', 'got', 'rid', 'year', 'cancer', 'else', 'say', 'thank']",1
coming ickonic saturday burzynski cancer cure cover story pioneering biochemist discovered unique proprietary method successfully treating cancers documentary takes audience near 50 year journey dr burzynski patients enduring order obtain fda approved clinical trials antineoplastons defying face skepticism legal attacks state federal agencies,"['coming', 'ickonic', 'saturday', 'burzynski', 'cancer', 'cure', 'cover', 'story', 'pioneering', 'biochemist', 'discovered', 'unique', 'proprietary', 'method', 'successfully', 'treating', 'cancers', 'documentary', 'takes', 'audience', 'near', '50', 'year', 'journey', 'dr', 'burzynski', 'patients', 'enduring', 'order', 'obtain', 'fda', 'approved', 'clinical', 'trials', 'antineoplastons', 'defying', 'face', 'skepticism', 'legal', 'attacks', 'state', 'federal', 'agencies']","['coming', 'ickonic', 'saturday', 'burzynski', 'cancer', 'cure', 'cover', 'story', 'pioneering', 'biochemist', 'discovered', 'unique', 'proprietary', 'method', 'successfully', 'treating', 'cancer', 'documentary', 'take', 'audience', 'near', 'year', 'journey', 'burzynski', 'patient', 'enduring', 'order', 'obtain', 'fda', 'approved', 'clinical', 'trial', 'antineoplastons', 'defying', 'face', 'skepticism', 'legal', 'attack', 'state', 'federal', 'agency']",2
