data,tokens
comment: kyedae about to have the cutest wigs and beanies though,"['comment', 'kyedae', 'cutest', 'wigs', 'beanies', 'though']"
comment: shes stunning no matter how she looks like her personality is what keeps me watching obviously shes also very good looking with and without hair im being serious tho i can only see a fighting girl who is doing amazing still praying for your recovery kyedae,"['comment', 'shes', 'stun', 'matter', 'look', 'like', 'personality', 'keep', 'watch', 'obviously', 'shes', 'also', 'good', 'look', 'without', 'hair', 'im', 'serious', 'tho', 'see', 'fight', 'girl', 'amaze', 'still', 'pray', 'recovery', 'kyedae']"
comment: i want to be as strong as her some day,"['comment', 'want', 'strong', 'day']"
comment: she looks like lily with that hair,"['comment', 'look', 'like', 'lily', 'hair']"
comment: we kind of figured out that is a wig,"['comment', 'kind', 'figure', 'wig']"
comment: she probably still beautiful bald it doesn’t matter tbh,"['comment', 'probably', 'still', 'beautiful', 'bald', 'matter', 'tbh']"
comment: kushina uzamaki,"['comment', 'kushina', 'uzamaki']"
comment: did she buy a cheap af wig or what it looks awful lol,"['comment', 'buy', 'cheap', 'af', 'wig', 'look', 'awful', 'lol']"
comment: ngl that hairstyle make her look like emiru a bit,"['comment', 'ngl', 'hairstyle', 'make', 'look', 'like', 'emiru', 'bite']"
comment: kyedae is so strong ngl,"['comment', 'kyedae', 'strong', 'ngl']"
comment: shes trying to find peace with the end,"['comment', 'shes', 'try', 'find', 'peace', 'end']"
comment: she disabled clips because she didnt want you guys to upload clips from her stream about this and they all still do it,"['comment', 'disable', 'clip', 'didnt', 'want', 'guy', 'upload', 'clip', 'stream', 'still']"
comment: fuck cancer bro,"['comment', 'fuck', 'cancer', 'bro']"
comment: ,['comment']
comment: i dont care tenz is still lucky to have her she is cool and beautiful,"['comment', 'dont', 'care', 'tenz', 'still', 'lucky', 'cool', 'beautiful']"
comment: she doesnt need a wig lbh she is a very strong women and i wish her the best with this journey ik she will fight through it,"['comment', 'doesnt', 'need', 'wig', 'lbh', 'strong', 'women', 'wish', 'best', 'journey', 'ik', 'fight']"
comment: damm she looked like she was bout to cry,"['comment', 'damm', 'look', 'like', 'bout', 'cry']"
comment: goes bald to reveal strongest jaw line f u,"['comment', 'go', 'bald', 'reveal', 'strongest', 'jaw', 'line', 'f', 'u']"
comment: poor kyedae stay strong you got this,"['comment', 'poor', 'kyedae', 'stay', 'strong', 'get']"
comment: she gonna die lmfaoo,"['comment', 'gon', 'na', 'die', 'lmfaoo']"
comment: she’s so beautiful,"['comment', 'beautiful']"
comment: now that i realise it the biggest benefits of being bald is that you can try out a lot of hair styles and hair colours really easily now,"['comment', 'realise', 'biggest', 'benefit', 'bald', 'try', 'lot', 'hair', 'style', 'hair', 'colour', 'really', 'easily']"
comment: bald buff incoming,"['comment', 'bald', 'buff', 'incoming']"
comment: the people in her chat today were not it constantly bringing to attention her hair situation demanding to take the hat off constantly bringing it up non stop most people going through this want normalcy not to be constantly reminded they are sick people need to stop being parasocial af and thinking they should be told and shown everything,"['comment', 'people', 'chat', 'today', 'constantly', 'bring', 'attention', 'hair', 'situation', 'demand', 'take', 'hat', 'constantly', 'bring', 'non', 'stop', 'people', 'go', 'want', 'normalcy', 'constantly', 'remind', 'sick', 'people', 'need', 'stop', 'parasocial', 'af', 'think', 'tell', 'show', 'everything']"
comment: what an attention seeker boo hoo shell be looking like an asian  soon enough,"['comment', 'attention', 'seeker', 'boo', 'hoo', 'shell', 'look', 'like', 'asian', 'soon', 'enough']"
comment: she looks beautiful anyways wish she recovers as fast as possible,"['comment', 'look', 'beautiful', 'anyways', 'wish', 'recover', 'fast', 'possible']"
comment: fuck man,"['comment', 'fuck', 'man']"
comment: is this wig,"['comment', 'wig']"
comment: aw no scalp reveal,"['comment', 'aw', 'scalp', 'reveal']"
comment: yes,"['comment', 'yes']"
comment: so much respect for her  and for me  nothings really changed now that she’s bald for me it’s the personality,"['comment', 'much', 'respect', 'nothings', 'really', 'change', 'bald', 'personality']"
comment: those are very pretty wigs,"['comment', 'pretty', 'wigs']"
comment: our karin,"['comment', 'karin']"
comment: god tier level of clickbait i must add,"['comment', 'god', 'tier', 'level', 'clickbait', 'must', 'add']"
comment: omg i love her new hair,"['comment', 'omg', 'love', 'new', 'hair']"
comment: xd,"['comment', 'xd']"
comment: bald and still hot as fuck,"['comment', 'bald', 'still', 'hot', 'fuck']"
comment: as a men it was hard loosing my hair to cancer can’t imagine how bad it is on a women really hope she makes a good recovery,"['comment', 'men', 'hard', 'loose', 'hair', 'cancer', 'imagine', 'bad', 'women', 'really', 'hope', 'make', 'good', 'recovery']"
comment: makima arc incoming,"['comment', 'makima', 'arc', 'incoming']"
comment: bro is cypher after ult,"['comment', 'bro', 'cypher', 'ult']"
comment: tbh she would look good without hairs no need “fake hairs“,"['comment', 'tbh', 'would', 'look', 'good', 'without', 'hairs', 'need', 'fake', 'hairs']"
comment: slay girl youre so amazing im praying for you you will beat this,"['comment', 'slay', 'girl', 'youre', 'amaze', 'im', 'pray', 'beat']"
comment: valorant should make an agent of her maybe,"['comment', 'valorant', 'make', 'agent', 'maybe']"
comment: she has such a beautiful smile,"['comment', 'beautiful', 'smile']"
comment: kyedae kinda looks like an anime girl now she looks good,"['comment', 'kyedae', 'kinda', 'look', 'like', 'anime', 'girl', 'look', 'good']"
comment: context pls i really don’t understand why she’s bald i can take a blind guess bcs ig she has cancer but i don’t really know,"['comment', 'context', 'pls', 'really', 'understand', 'bald', 'take', 'blind', 'guess', 'bcs', 'ig', 'cancer', 'really', 'know']"
comment: our prayers are with you kyedae🤍,"['comment', 'prayers']"
comment: omg its kurisu from steinsgate,"['comment', 'omg', 'kurisu', 'steinsgate']"
comment: oh my god its steins gate,"['comment', 'oh', 'god', 'steins', 'gate']"
comment: ofc a wig,"['comment', 'ofc', 'wig']"
comment: some would call it bald i see it as unlocking unlimited hairstyle options,"['comment', 'would', 'call', 'bald', 'see', 'unlock', 'unlimited', 'hairstyle', 'options']"
comment: bald buff activated na players beware,"['comment', 'bald', 'buff', 'activate', 'na', 'players', 'beware']"
comment: god bless her,"['comment', 'god', 'bless']"
comment: karin uzumaki ‍🦰🤓,"['comment', 'karin', 'uzumaki']"
comment: top queen,"['comment', 'top', 'queen']"
comment: u look so cuteeeeeeeeeeeeeeeee,"['comment', 'u', 'look', 'cuteeeeeeeeeeeeeeeee']"
comment: i just know kyedaes gonna get thru this,"['comment', 'know', 'kyedaes', 'gon', 'na', 'get', 'thru']"
"comment: kyedae kasumi yoshizawa arc 

also shes so brave for shaving her head  and daph as well proves that she cares for her sm w

no matter what will happen i hope kyedae will have a safe recovery she is one of the streamers i enjoy watching besides daph aceu and tenz w","['comment', 'kyedae', 'kasumi', 'yoshizawa', 'arc', 'also', 'shes', 'brave', 'shave', 'head', 'daph', 'well', 'prove', 'care', 'sm', 'w', 'matter', 'happen', 'hope', 'kyedae', 'safe', 'recovery', 'one', 'streamers', 'enjoy', 'watch', 'besides', 'daph', 'aceu', 'tenz', 'w']"
comment: stay strong,"['comment', 'stay', 'strong']"
comment: i feel really sad for her like the pain she is suffering from is visible in her smile hope she gets better soon,"['comment', 'feel', 'really', 'sad', 'like', 'pain', 'suffer', 'visible', 'smile', 'hope', 'get', 'better', 'soon']"
comment: my ex gfs sister had cancer and lost her hair a year later she was all better and all her hair grew back you got this its gonna be okay,"['comment', 'ex', 'gfs', 'sister', 'cancer', 'lose', 'hair', 'year', 'later', 'better', 'hair', 'grow', 'back', 'get', 'gon', 'na', 'okay']"
"comment: holy fuck she is so positive no matter what

thats amazing","['comment', 'holy', 'fuck', 'positive', 'matter', 'thats', 'amaze']"
comment: ,['comment']
comment: id still hit,"['comment', 'id', 'still', 'hit']"
comment: so when is she gonna start cooking blue meth,"['comment', 'gon', 'na', 'start', 'cook', 'blue', 'meth']"
comment: do a makima cosplay lol,"['comment', 'makima', 'cosplay', 'lol']"
comment: those who cling to life dies those who cling to death lives,"['comment', 'cling', 'life', 'die', 'cling', 'death', 'live']"
comment: whats the point of shaving your hair if youre gonna wear a wig anywayssuch woke people doing random shit for money and attention,"['comment', 'whats', 'point', 'shave', 'hair', 'youre', 'gon', 'na', 'wear', 'wig', 'anywayssuch', 'wake', 'people', 'random', 'shit', 'money', 'attention']"
comment: if she wasnt beautiful you guys wouldnt even care ngl,"['comment', 'wasnt', 'beautiful', 'guy', 'wouldnt', 'even', 'care', 'ngl']"
comment: does she have cancer,"['comment', 'cancer']"
comment: she looks like kushina,"['comment', 'look', 'like', 'kushina']"
comment: i hope she gets better,"['comment', 'hope', 'get', 'better']"
comment: auper saiyan god looking good,"['comment', 'auper', 'saiyan', 'god', 'look', 'good']"
comment: could be lilypichu,"['comment', 'could', 'lilypichu']"
comment: catch me outside how about that,"['comment', 'catch', 'outside']"
comment: makima,"['comment', 'makima']"
comment: pls god dont take her from us,"['comment', 'pls', 'god', 'dont', 'take', 'us']"
comment: it fits her wth,"['comment', 'fit', 'wth']"
comment: the wig is so prettyyyy,"['comment', 'wig', 'prettyyyy']"
comment: ,['comment']
comment: i feel so bad for her,"['comment', 'feel', 'bad']"
comment: im not sure if im alone thinking this but it really does seem like she is farming her illness shouldnt this be the time to spend more time offline and with family and friends i know what im saying is very mean and i really am sorry but it just feels like shes farming it way more than she should have,"['comment', 'im', 'sure', 'im', 'alone', 'think', 'really', 'seem', 'like', 'farm', 'illness', 'shouldnt', 'time', 'spend', 'time', 'offline', 'family', 'friends', 'know', 'im', 'say', 'mean', 'really', 'sorry', 'feel', 'like', 'shes', 'farm', 'way']"
comment: you will get through this kyedae,"['comment', 'get', 'kyedae']"
comment: it is me or is she looking little bit like tenz,"['comment', 'look', 'little', 'bite', 'like', 'tenz']"
comment: she got bald buff,"['comment', 'get', 'bald', 'buff']"
comment: i hope god help her live more in this ducked up world,"['comment', 'hope', 'god', 'help', 'live', 'duck', 'world']"
comment: thats a jinchuriki,"['comment', 'thats', 'jinchuriki']"
comment: still cutee,"['comment', 'still', 'cutee']"
comment: daph shaving her head with her speaks volume her having friends that support her as well as fans is amazing,"['comment', 'daph', 'shave', 'head', 'speak', 'volume', 'friends', 'support', 'well', 'fan', 'amaze']"
comment: ,['comment']
comment: kyedae you are so strong you are such a positive person you deserve the best wishing you a fast recovery dont ever change you beautiful soul,"['comment', 'kyedae', 'strong', 'positive', 'person', 'deserve', 'best', 'wish', 'fast', 'recovery', 'dont', 'ever', 'change', 'beautiful', 'soul']"
comment: you can see the pain in her eyes,"['comment', 'see', 'pain', 'eye']"
comment: the fact that she wanted to cry so badly but she didnt  kyedae you are too strong dont worry everything is gonna be alright you are gonna recover soon and gonna comeback even stronger,"['comment', 'fact', 'want', 'cry', 'badly', 'didnt', 'kyedae', 'strong', 'dont', 'worry', 'everything', 'gon', 'na', 'alright', 'gon', 'na', 'recover', 'soon', 'gon', 'na', 'comeback', 'even', 'stronger']"
comment: sucks were gonna miss you kyedae,"['comment', 'suck', 'gon', 'na', 'miss', 'kyedae']"
comment: fam why recomend me this fam,"['comment', 'fam', 'recomend', 'fam']"
comment: i can feel that she’s devastated but she’s not showing that because she’s super strong,"['comment', 'feel', 'devastate', 'show', 'super', 'strong']"
comment: yvonne type haircut,"['comment', 'yvonne', 'type', 'haircut']"
comment: is wearing a wig sort of like wearing a hat,"['comment', 'wear', 'wig', 'sort', 'like', 'wear', 'hat']"
comment: she looks like an anime character,"['comment', 'look', 'like', 'anime', 'character']"
comment: she is looking like kushina uzumaki,"['comment', 'look', 'like', 'kushina', 'uzumaki']"
"comment: sorry kyedae but i think red wig looks too much vibrant for me
well atleast if she likes then i have no complain","['comment', 'sorry', 'kyedae', 'think', 'red', 'wig', 'look', 'much', 'vibrant', 'well', 'atleast', 'like', 'complain']"
comment: i hope she get recovery,"['comment', 'hope', 'get', 'recovery']"
comment: take off the wig and she look like bald wraith,"['comment', 'take', 'wig', 'look', 'like', 'bald', 'wraith']"
comment: i can see the sadness in her eyes it gives it away,"['comment', 'see', 'sadness', 'eye', 'give', 'away']"
comment: its almost gg now o,"['comment', 'almost', 'gg']"
"comment: ive just started watching her clips and streams since we know whats up with her i just cant stop admiring how strong she is to keep doing this in a really difficult time in her life 
watching this clip i felt extremely sad because even though she tries her best to not show any sad emotions you can see the sadness in her eyes it really crushes me that people who just never did anything bad in their life have to go through this type of shit 
all the best to her i know shes gonna be fine sooner or later","['comment', 'ive', 'start', 'watch', 'clip', 'stream', 'since', 'know', 'whats', 'cant', 'stop', 'admire', 'strong', 'keep', 'really', 'difficult', 'time', 'life', 'watch', 'clip', 'felt', 'extremely', 'sad', 'even', 'though', 'try', 'best', 'show', 'sad', 'emotions', 'see', 'sadness', 'eye', 'really', 'crush', 'people', 'never', 'anything', 'bad', 'life', 'go', 'type', 'shit', 'best', 'know', 'shes', 'gon', 'na', 'fine', 'sooner', 'later']"
